Game_sale_index,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3808,Front Mission 3,PS,1999,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52
3809,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0.0,0.0,0.52,0.0,0.52
3810,SSX On Tour,PS2,2005,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52
3811,Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0.0,0.01,0.52
3812,Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52
3813,Petz: Hamsterz Life 2,DS,2007,Misc,Ubisoft,0.48,0.0,0.0,0.04,0.52
3814,Omega Boost,PS,1999,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52
3815,The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52
3816,Iron Man,DS,2008,Action,Sega,0.35,0.12,0.0,0.05,0.52
3817,NFL 2K3,XB,2002,Sports,Sega,0.38,0.11,0.0,0.02,0.52
3818,NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52
3819,Jampack Winter 2002,PS2,2002,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52
3820,My Word Coach,Wii,2007,Misc,Ubisoft,0.46,0.02,0.0,0.04,0.51
3821,Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51
3822,Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.06,0.51
3823,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.17,0.01,0.04,0.51
3824,Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51
3825,The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.34,0.13,0.0,0.04,0.51
3826,The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51
3827,Prince of Persia Trilogy,PS3,2010,Action,Ubisoft,0.17,0.25,0.0,0.09,0.51
3828,International Track & Field,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51
3829,100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,0.51
3830,HSX HyperSonic.Xtreme,PS2,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,0.51
3831,StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.18,0.29,0.0,0.04,0.51
3832,Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51
3833,SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51
3834,The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.21,0.0,0.05,0.51
3835,Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.17,0.23,0.02,0.09,0.51
3836,Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51
3837,Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.25,0.21,0.0,0.05,0.51
3838,Jam With the Band,DS,2008,Misc,Nintendo,0.0,0.0,0.51,0.0,0.51
3839,Madden NFL 2004,GC,2003,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51
3840,Jikkyou Powerful Pro Yakyuu 10,PS2,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.51
3841,Summoner,PS2,2000,Role-Playing,THQ,0.25,0.2,0.0,0.07,0.51
3842,Virtual Pool,PS,1997,Sports,Interplay,0.28,0.19,0.0,0.03,0.51
3843,NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51
3844,Sega Bass Fishing,Wii,2008,Sports,Sega,0.46,0.01,0.0,0.04,0.51
3845,Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51
3846,Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0.01,0.3,0.02,0.51
3847,"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005,Misc,THQ,0.37,0.14,0.0,0.01,0.51
3848,Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,0.36,0.09,0.02,0.04,0.51
3849,Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,0.41,0.09,0.0,0.01,0.51
3850,Wrecking Crew,NES,1985,Platform,Nintendo,0.0,0.0,0.51,0.0,0.51
3851,International Superstar Soccer 2000 (All region sales),N64,1999,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51
3852,Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51
3853,Monsters vs. Aliens,DS,2009,Action,Activision,0.33,0.13,0.0,0.05,0.51
3854,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010,Shooter,Activision,0.24,0.19,0.0,0.08,0.51
3855,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,0.45,0.02,0.0,0.04,0.51
3856,Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.23,0.0,0.09,0.51
3857,NBA Live 2004,XB,2003,Sports,Electronic Arts,0.44,0.04,0.0,0.02,0.51
3858,Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0.0,0.0,0.48,0.03,0.51
3859,Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,0.37,0.14,0.0,0.01,0.51
3860,WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.44,0.03,0.0,0.04,0.51
3861,Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51
3862,R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.09,0.51
3863,Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.32,0.04,0.11,0.04,0.51
3864,Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.28,0.0,0.15,0.51
3865,LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.16,0.0,0.05,0.51
3866,Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.51
3867,Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.03,0.07,0.04,0.51
3868,NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51
3869,Harry Potter and the Half-Blood Prince,PSP,2009,Action,Electronic Arts,0.18,0.21,0.0,0.12,0.51
3870,Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.27,0.19,0.01,0.04,0.51
3871,NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.47,0.01,0.0,0.03,0.51
3872,World Championship Poker,XB,2004,Misc,Crave Entertainment,0.37,0.11,0.0,0.02,0.51
3873,The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0.0,0.06,0.51
3874,Final Fantasy,WS,2000,Role-Playing,SquareSoft,0.0,0.0,0.51,0.0,0.51
3875,Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.05,0.0,0.04,0.51
3876,Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.24,0.0,0.08,0.51
3877,Euro Truck Simulator,PC,2008,Simulation,Rondomedia,0.0,0.42,0.0,0.09,0.51
3878,Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,0.36,0.13,0.0,0.01,0.51
3879,Dishonored,PC,2012,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51
3880,Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,0.46,0.01,0.0,0.04,0.51
3881,NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51
3882,Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,0.25,0.19,0.0,0.06,0.51
3883,River Raid II,2600,1988,Shooter,Activision,0.47,0.03,0.0,0.01,0.51
3884,Capcom Classics Collection,PS2,2005,Misc,Capcom,0.22,0.17,0.05,0.06,0.51
3885,Guitar Hero Live,XOne,2015,Misc,Activision,0.29,0.17,0.0,0.05,0.51
3886,Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
3887,Monopoly Party,PS2,2002,Misc,Infogrames,0.25,0.19,0.0,0.06,0.51
3888,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009,Adventure,GSP,0.12,0.33,0.0,0.06,0.51
3889,NHL FaceOff 98,PS,1997,Sports,Sony Computer Entertainment,0.28,0.19,0.0,0.03,0.51
3890,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.36,0.13,0.0,0.01,0.5
3891,F1 2012,X360,2012,Racing,Codemasters,0.1,0.35,0.0,0.06,0.5
3892,NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5
3893,Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0.0,0.07,0.5
3894,Looney Tunes: Back in Action,PS2,2003,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5
3895,Midnight Magic,2600,1983,Action,Atari,0.47,0.03,0.0,0.01,0.5
3896,Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.15,0.04,0.04,0.5
3897,Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.1,0.34,0.0,0.07,0.5
3898,Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5
3899,Midnight Club II,XB,2003,Racing,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5
3900,Atelier Rorona: Alchemist of Arland,PS3,2009,Role-Playing,Nippon Ichi Software,0.22,0.12,0.11,0.05,0.5
3901,Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,0.0,0.0,0.5,0.0,0.5
3902,Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,Atari,0.14,0.02,0.32,0.02,0.5
3903,Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.39,0.1,0.0,0.01,0.5
3904,Blue's Clues: Blue's Big Musical,PS,2001,Misc,THQ,0.28,0.19,0.0,0.03,0.5
3905,The Mummy Returns,PS2,2001,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5
3906,Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5
3907,Disney Sing It,PS2,2008,Misc,Disney Interactive Studios,0.25,0.19,0.0,0.06,0.5
3908,Chopper Command,2600,1982,Shooter,Activision,0.47,0.03,0.0,0.01,0.5
3909,Activision Anthology,PS2,2002,Misc,Activision,0.25,0.19,0.0,0.06,0.5
3910,Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5
3911,WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.27,0.19,0.0,0.04,0.5
3912,LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.0,0.04,0.5
3913,Babysitting Mama,Wii,2010,Simulation,505 Games,0.34,0.12,0.0,0.04,0.5
3914,Boogie,Wii,2007,Misc,Electronic Arts,0.43,0.03,0.0,0.04,0.5
3915,Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5
3916,Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,0.27,0.11,0.07,0.05,0.5
3917,Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.5
3918,Rugrats in Paris: The Movie,N64,2000,Action,THQ,0.4,0.09,0.0,0.01,0.5
3919,Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0.01,0.0,0.04,0.5
3920,Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,0.24,0.19,0.0,0.06,0.5
3921,Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5
3922,Fortune Street,Wii,2011,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5
3923,Super Robot Taisen MX,PS2,2004,Strategy,Banpresto,0.0,0.0,0.5,0.0,0.5
3924,Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,0.27,0.18,0.0,0.05,0.5
3925,NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5
3926,Spider-Man 2,DS,2004,Action,Activision,0.41,0.02,0.03,0.04,0.5
3927,Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5
3928,Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5
3929,RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5
3930,FIFA 14,PSV,2013,Sports,Electronic Arts,0.11,0.25,0.01,0.13,0.5
3931,Star Wars: Clone Wars,PS2,2002,Shooter,LucasArts,0.24,0.19,0.0,0.06,0.5
3932,The Saboteur,PS3,2009,Action,Electronic Arts,0.2,0.22,0.0,0.08,0.5
3933,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0.0,0.06,0.5
3934,Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.29,0.16,0.0,0.04,0.5
3935,Madden NFL 11,PS2,2010,Sports,Electronic Arts,0.41,0.02,0.0,0.07,0.5
3936,Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5
3937,Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0.0,0.04,0.5
3938,The Price is Right,DS,2008,Misc,Ubisoft,0.46,0.0,0.0,0.04,0.5
3939,Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5
3940,Cars 2,X360,2011,Racing,Disney Interactive Studios,0.28,0.17,0.0,0.05,0.5
3941,Dreamworks Madagascar Kartz,Wii,2009,Racing,Activision,0.29,0.16,0.0,0.05,0.5
3942,Tony Hawk's Underground 2,GC,2004,Sports,Activision,0.38,0.1,0.0,0.01,0.5
3943,SplashDown: Rides Gone Wild,PS2,2003,Racing,THQ,0.24,0.19,0.0,0.06,0.5
3944,Super Famista 5,SNES,1996,Sports,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5
3945,Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.07,0.32,0.03,0.5
3946,Shrek SuperSlam,PS2,2005,Action,Activision,0.24,0.19,0.0,0.06,0.5
3947,Rayman Advance,GBA,2001,Platform,Ubisoft,0.36,0.13,0.0,0.01,0.5
3948,Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5
3949,PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.46,0.03,0.5
3950,Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5
3951,Fantastic 4,PS2,2005,Action,Activision,0.41,0.01,0.0,0.07,0.5
3952,Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,0.21,0.2,0.0,0.08,0.5
3953,Men in Black II: Alien Escape,PS2,2002,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5
3954,The Evil Within,X360,2014,Action,Bethesda Softworks,0.25,0.2,0.01,0.04,0.5
3955,RealSports Tennis,2600,1982,Sports,Atari,0.46,0.03,0.0,0.01,0.5
3956,Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,0.24,0.19,0.0,0.06,0.5
3957,Raiders of the Lost Ark,2600,1981,Action,Atari,0.46,0.03,0.0,0.01,0.5
3958,Gauntlet,2600,1982,Action,Answer Software,0.46,0.03,0.0,0.01,0.5
3959,Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.5
3960,Cars Mater-National Championship,Wii,2007,Racing,THQ,0.46,0.0,0.0,0.04,0.49
3961,Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49
3962,Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.16,0.17,0.13,0.03,0.49
3963,Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49
3964,Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0.0,0.04,0.49
3965,Tony Hawk's Underground 2,GBA,2004,Sports,Activision,0.35,0.13,0.0,0.01,0.49
3966,MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.21,0.2,0.0,0.08,0.49
3967,Ice Hockey,2600,1980,Sports,Activision,0.46,0.03,0.0,0.01,0.49
3968,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015,Action,Square Enix,0.0,0.0,0.49,0.0,0.49
3969,Lego Batman 3: Beyond Gotham,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.29,0.0,0.11,0.49
3970,The Matrix: Path of Neo,PS2,2005,Action,Atari,0.41,0.01,0.0,0.07,0.49
3971,Kane & Lynch 2: Dog Days,X360,2010,Shooter,Square Enix,0.2,0.23,0.01,0.05,0.49
3972,Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,0.31,0.13,0.02,0.04,0.49
3973,WWE Wrestlemania X8,GC,2002,Fighting,THQ,0.38,0.1,0.0,0.01,0.49
3974,Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.15,0.07,0.03,0.49
3975,Power Rangers: Dino Thunder,GBA,2003,Action,THQ,0.35,0.13,0.0,0.01,0.49
3976,GoldenEye: Rogue Agent,XB,2004,Shooter,Electronic Arts,0.34,0.13,0.0,0.02,0.49
3977,Ultimate I Spy,Wii,2008,Adventure,Scholastic Inc.,0.45,0.0,0.0,0.03,0.49
3978,SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,0.45,0.0,0.0,0.04,0.49
3979,The Sims,GC,2003,Simulation,Electronic Arts,0.35,0.13,0.0,0.01,0.49
3980,Grandia III,PS2,2005,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49
3981,FIFA Soccer 09,DS,2008,Sports,Electronic Arts,0.12,0.31,0.0,0.06,0.49
3982,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Shooter,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49
3983,Mario & Wario,SNES,1993,Puzzle,Nintendo,0.0,0.0,0.49,0.0,0.49
3984,Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49
3985,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009,Shooter,Activision,0.24,0.2,0.0,0.05,0.49
3986,Pokemon Art Academy,3DS,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49
3987,FIFA Soccer 64,N64,1997,Sports,Electronic Arts,0.16,0.3,0.0,0.03,0.49
3988,Dragon Ball Z: Burst Limit,X360,2008,Fighting,Atari,0.24,0.18,0.03,0.05,0.49
3989,Bakugan Battle Brawlers: Defenders of the Core,DS,2010,Action,Activision,0.42,0.02,0.02,0.03,0.49
3990,Medal of Honor,PC,2010,Shooter,Electronic Arts,0.2,0.23,0.0,0.07,0.49
3991,Doom 3 BFG Edition,X360,2012,Shooter,Bethesda Softworks,0.28,0.17,0.0,0.04,0.49
3992,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,0.0,0.0,0.49,0.0,0.49
3993,Terraria,PS3,2013,Action,505 Games,0.07,0.26,0.09,0.07,0.49
3994,Backyard Baseball,PS2,2004,Sports,Atari,0.24,0.19,0.0,0.06,0.49
3995,WipEout Pulse,PS2,2009,Racing,Sony Computer Entertainment,0.0,0.15,0.0,0.33,0.49
3996,Barbie Horse Adventures: Wild Horse Rescue,PS2,2003,Sports,Universal Interactive,0.24,0.19,0.0,0.06,0.49
3997,Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49
3998,LEGO Marvel Super Heroes,DS,2013,Action,Warner Bros. Interactive Entertainment,0.28,0.17,0.0,0.04,0.49
3999,Taiko no Tatsujin: Appare Sandaime,PS2,2003,Misc,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49
4000,Alone in the Dark,X360,2008,Adventure,Atari,0.14,0.3,0.0,0.05,0.49
4001,One Piece: Grand Battle!,PS,2001,Fighting,Atari,0.0,0.0,0.46,0.03,0.49
4002,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009,Shooter,Activision,0.25,0.01,0.0,0.22,0.49
4003,Football Manager Handheld 2009,PSP,2008,Sports,Sega,0.0,0.47,0.0,0.02,0.49
4004,Sniper: Art of Victory,PC,2008,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49
4005,Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49
4006,Spy Hunter 2,PS2,2003,Racing,Midway Games,0.24,0.19,0.0,0.06,0.49
4007,F1 2014,PS3,2014,Racing,Codemasters,0.07,0.31,0.02,0.08,0.49
4008,Pac-Man World 2,XB,2002,Action,Namco Bandai Games,0.36,0.11,0.0,0.02,0.49
4009,Bass Pro Shops: The Strike,Wii,2009,Sports,XS Games,0.45,0.0,0.0,0.03,0.49
4010,Die Hard Trilogy 2: Viva Las Vegas,PS,1999,Action,Fox Interactive,0.27,0.18,0.0,0.03,0.49
4011,Jake Power: Fireman,DS,2008,Adventure,Ubisoft,0.08,0.35,0.0,0.06,0.49
4012,Asphalt 3D,3DS,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49
4013,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001,Misc,Hudson Soft,0.0,0.0,0.49,0.0,0.49
4014,Steel Diver,3DS,2011,Action,Nintendo,0.31,0.1,0.05,0.03,0.49
4015,Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49
4016,SimCity 2000,SNES,1995,Simulation,THQ,0.0,0.0,0.49,0.0,0.49
4017,Crash of the Titans,DS,2007,Action,Vivendi Games,0.42,0.02,0.0,0.04,0.49
4018,Far Cry 2,PC,2008,Action,Ubisoft,0.01,0.45,0.0,0.03,0.49
4019,Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.12,0.23,0.07,0.07,0.49
4020,Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,0.38,0.06,0.0,0.04,0.49
4021,Rayman Raving Rabbids: TV Party,DS,2008,Misc,Ubisoft,0.44,0.01,0.0,0.04,0.49
4022,F.E.A.R. 2: Project Origin,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.19,0.21,0.01,0.08,0.49
4023,Sonic & All-Stars Racing Transformed,PSV,2012,Racing,Sega,0.12,0.25,0.0,0.11,0.48
4024,Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,0.43,0.02,0.0,0.04,0.48
4025,Dead Space Extraction,Wii,2009,Shooter,Electronic Arts,0.33,0.11,0.01,0.04,0.48
4026,Scrabble 2007 Edition,DS,2007,Puzzle,Ubisoft,0.0,0.48,0.0,0.0,0.48
4027,Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0.0,0.07,0.48
4028,Metal Gear Solid HD Edition,PSV,2012,Action,Konami Digital Entertainment,0.16,0.18,0.05,0.09,0.48
4029,Children of Mana,DS,2006,Role-Playing,Nintendo,0.16,0.01,0.29,0.02,0.48
4030,Madagascar: Operation Penguin,GBA,2005,Action,Activision,0.35,0.13,0.0,0.01,0.48
4031,Active Life: Extreme Challenge,Wii,2009,Sports,Namco Bandai Games,0.15,0.27,0.0,0.06,0.48
4032,The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.42,0.03,0.0,0.04,0.48
4033,Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48
4034,Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.35,0.13,0.0,0.01,0.48
4035,Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.45,0.03,0.48
4036,NFL Street 2,XB,2004,Sports,Electronic Arts,0.36,0.11,0.0,0.02,0.48
4037,Silent Hill: Shattered Memories,Wii,2009,Action,Konami Digital Entertainment,0.23,0.19,0.01,0.05,0.48
4038,Millipede,2600,1983,Shooter,Atari,0.45,0.03,0.0,0.01,0.48
4039,The Legend of the Mystical Ninja,SNES,1991,Adventure,Konami Digital Entertainment,0.0,0.0,0.48,0.0,0.48
4040,You're in the Movies,X360,2008,Misc,Microsoft Game Studios,0.27,0.17,0.0,0.05,0.48
4041,Dark Sector,X360,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48
4042,James Bond 007: Blood Stone,X360,2010,Shooter,Activision,0.2,0.24,0.0,0.05,0.48
4043,Jeopardy!,PS2,2003,Misc,Atari,0.24,0.18,0.0,0.06,0.48
4044,Destroy All Humans! 2,PS2,2006,Action,THQ,0.4,0.02,0.0,0.07,0.48
4045,ECW Hardcore Revolution,PS,1999,Fighting,Acclaim Entertainment,0.27,0.18,0.0,0.03,0.48
4046,Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,System 3 Arcade Software,0.42,0.03,0.0,0.04,0.48
4047,Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48
4048,Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision,0.27,0.18,0.0,0.03,0.48
4049,World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0.08,0.36,0.0,0.04,0.48
4050,Rock Band Unplugged,PSP,2009,Misc,MTV Games,0.24,0.15,0.0,0.1,0.48
4051,OkamiDen,DS,2010,Adventure,Capcom,0.25,0.07,0.13,0.03,0.48
4052,Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.22,0.21,0.0,0.05,0.48
4053,2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,0.09,0.24,0.03,0.12,0.48
4054,Secret Weapons Over Normandy,PS2,2003,Simulation,LucasArts,0.24,0.18,0.0,0.06,0.48
4055,Go Diego Go! Great Dinosaur Rescue,DS,2008,Action,Take-Two Interactive,0.44,0.01,0.0,0.03,0.48
4056,All-Star Baseball 99,N64,1998,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48
4057,Harvest Moon 64,N64,1999,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48
4058,NCAA Football 09,PS2,2008,Sports,Electronic Arts,0.4,0.02,0.0,0.07,0.48
4059,Bratz: The Movie,PS2,2007,Simulation,THQ,0.24,0.18,0.0,0.06,0.48
4060,FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.18,0.26,0.0,0.04,0.48
4061,Harvest Moon DS (US sales),DS,2005,Simulation,Rising Star Games,0.41,0.07,0.0,0.0,0.48
4062,Vigilante 8: 2nd Offense,PS,1999,Racing,Activision,0.27,0.18,0.0,0.03,0.48
4063,Two Worlds II,PS3,2011,Role-Playing,Unknown,0.26,0.11,0.06,0.05,0.48
